domain,registrar,category,subcategory,tld,sld_length,expiry,ns_class,dynappraisal,dynappraisal_date,appraisal_kind,appraisal_proxy_domain,live_ask_marketplace,live_ask_price,live_ask_date,afternic_min_offer,afternic_price_source,category_comps_median,quote_with,keep_override,trademark_flag,anchor,anchor_source,confidence,quality_multiplier,quality_reasons,value_usd,tier,keen_price_usd,sale_status,ask_vs_value,floor_vs_keen
umstrukturierung.com,porkbun,business-services,general,com,16,2027-07-05,afternic,,,,,,,,12000,min_offer,,,,,1135,subcategory-median,medium,1.00,,1135,D,550,tbd,,21.8
under-floor-heating.com,dynadot,home-garden,heating-plumbing,com,19,2027-05-15,atom,,,,,,,,,,,,,,3149,subcategory-median,medium,0.55,2 hyphens -45%,1732,C,900,tbd,,
underfloorheatingkits.com,porkbun,home-garden,heating-plumbing,com,21,2028-04-06,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,3149,subcategory-median,medium,1.00,,3149,C,1600,tbd,7.9,
underwaternavigation.com,dynadot,marine,equipment,com,20,2026-11-04,afternic,433,2026-09-03,direct,,afternic,17000,2026-09-03,,buy_now,,,,,433,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),433,E,200,tbd,39.3,
uniquedirectory.co.uk,nominet,web-digital,web,co.uk,15,2028-11,,,,,,,,,,,,,,,2657,category-median,low,0.85,co.uk x0.85,2258,C,1150,tbd,,
units.uk,nominet,generic-word,general,uk,5,2028-09,,9906,2026-09-04,direct,,,,,50000,min_offer,,,,,9906,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),9906,B,,PREMIUM-REVIEW:single-word,,
universityleeds.com,dynadot,education,general,com,15,2026-11-01,afternic,3809,2026-09-03,direct,,,,,10000,min_offer,,,,,3809,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3809,B,2250,tbd,,4.4
unroasted-coffee-beans.com,porkbun,food-drink,general,com,22,2027-09-11,afternic,,,,,afternic,4999,2026-09-03,,buy_now,1288,,,,1900,subcategory-median,medium,0.44,2 hyphens -45%; very long -20%,836,D,400,tbd,6.0,
unroasted-coffee.com,porkbun,food-drink,general,com,16,2027-09-11,afternic,,,,,afternic,4999,2026-09-03,,buy_now,1288,,,,1900,subcategory-median,medium,0.75,hyphen -25%,1425,C,750,tbd,3.5,
unsecuredlender.com,dynadot,financial,loans,com,15,2027-01-06,afternic,2898,2026-09-03,direct,,,,,10000,min_offer,,,,,2898,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2898,C,,KEEP:network-financial,,
unsecuredpersonalloans.co.uk,nominet,financial,loans,co.uk,22,2028-05,,,,,,,,,,,1805,,,,2526,portfolio-median,very-low,0.68,very long -20%; co.uk x0.85,1718,C,,KEEP:network-financial,,
uprights.co.uk,nominet,generic-word,general,co.uk,8,2027-10,,22141,2026-09-04,proxy,uprights.com,,,,,,,,,,22141,proxy-via-uprights.com,not-estimable,0.85,co.uk x0.85,18820,A,,PREMIUM-REVIEW:single-word,,
uprights.uk,nominet,generic-word,general,uk,8,2027-10,,3528,2026-09-04,direct,,,,,,,,,,,3528,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3528,B,,PREMIUM-REVIEW:single-word,,
uqia.com,dynadot,brandable-short,4-char,com,4,2026-11-12,afternic,7856,2026-09-03,direct,,,,,10000,min_offer,,,,,7856,own-appraisal,high,1.20,short .com +20%; direct appraisal in own TLD (no TLD factor),9427,B,,PREMIUM-REVIEW:4-letter-com,,
urgestalt.com,porkbun,foreign-language,german,com,9,2027-08-13,afternic,3418,2026-09-04,direct,,afternic,4999,2026-09-03,,buy_now,,,,,3418,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),2564,C,1300,tbd,2.0,
urlaubhaus.com,porkbun,travel,accommodation,com,10,2027-07-23,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,1114,category-median,low,1.00,,1114,D,550,tbd,4.5,
urlaubsverwaltung.com,spaceship,foreign-language,german,com,17,2027-06-24,atom,1052,2026-09-04,direct,,,,,,,,,,,1052,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),789,D,375,tbd,,
usb-microphones.com,porkbun,consumer-products,electronics,com,15,2027-08-06,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,3013,subcategory-median,medium,0.75,hyphen -25%,2260,C,1150,tbd,2.2,
used-van.com,spaceship,automotive,general,com,8,2026-09-19,atom,,,,,,,,,,,,,,916,subcategory-median,medium,0.75,hyphen -25%,687,D,325,tbd,,
usedaeroplanes.com,spaceship,aviation,sales,com,14,2027-07-28,atom,,,,,,,,,,,,,,2526,portfolio-median,very-low,1.00,,2526,C,1300,tbd,,
usedcamper.co.uk,nominet,automotive,leisure-vehicles,co.uk,10,2027-01,,,,,,,,,,,,,,,2314,subcategory-median,medium,0.85,co.uk x0.85,1967,C,1000,tbd,,
usedcommercialsforsale.com,porkbun,automotive,commercial-vehicles,com,22,2027-08-16,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,1608,category-median,low,0.80,very long -20%,1286,C,650,tbd,3.9,
usedcommercialvehiclecentre.com,porkbun,automotive,general,com,27,2027-06-15,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,916,subcategory-median,medium,0.80,very long -20%,733,D,350,tbd,6.8,
usedrefrigeratedvans.com,porkbun,automotive,commercial-vehicles,com,20,2027-11-26,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,1608,category-median,low,1.00,,1608,C,850,tbd,15.5,
usedtouringcaravansforsale.com,spaceship,automotive,leisure-vehicles,com,26,2027-07-12,atom,,,,,,,,,,,,,,2314,subcategory-median,medium,0.80,very long -20%,1851,C,950,tbd,,
usedvanfinance.com,porkbun,financial,general,com,14,2028-01-25,afternic,48,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,2297,,,,48,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),48,E,,KEEP:network-financial,520.8,
userfeedback.uk,nominet,web-digital,web,uk,12,2028-10,,,,,,,,,10000,min_offer,,,,,2657,category-median,low,0.21,uk x0.21,558,D,275,tbd,,36.4
userretention.uk,nominet,web-digital,marketing,uk,13,2027-10,,,,,,,,,10000,min_offer,,,,,1482,subcategory-median,medium,0.21,uk x0.21,311,E,200,tbd,,50.0
uslongbond.com,dynadot,financial,investing,com,10,2027-08-03,afternic,3808,2026-09-03,direct,,,,,10000,min_offer,,,,,3808,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3808,B,,KEEP:network-financial,,
usyq.com,dynadot,brandable-short,4-char,com,4,2027-01-25,afternic,958,2026-09-03,direct,,,,,10000,min_offer,,,,,958,own-appraisal,high,1.20,short .com +20%; direct appraisal in own TLD (no TLD factor),1150,D,,PREMIUM-REVIEW:4-letter-com,,
utilitybag.co.uk,nominet,consumer-products,clothing-fashion,co.uk,10,2028-03,,,,,,,,,10000,min_offer,,,,,3512,subcategory-median,medium,0.85,co.uk x0.85,2985,C,1500,tbd,,6.7
uurtjes.com,porkbun,foreign-language,dutch,com,7,2027-08-25,afternic,5455,2026-09-04,direct,,afternic,4999,2026-09-03,,buy_now,,,,,5455,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),4091,B,2500,tbd,1.2,
uwio.com,dynadot,brandable-short,4-char,com,4,2026-11-11,afternic,647,2026-09-03,direct,,,,,10000,min_offer,,,,,647,own-appraisal,high,1.20,short .com +20%; direct appraisal in own TLD (no TLD factor),776,D,,PREMIUM-REVIEW:4-letter-com,,
vaartuig.com,porkbun,marine,general,com,8,2027-07-29,afternic,,,,,,,,12000,min_offer,,,,,2526,portfolio-median,very-low,1.00,,2526,C,1300,tbd,,9.2
vacanzaperfetta.com,porkbun,travel,general,com,15,2027-07-23,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,995,subcategory-median,medium,1.00,,995,D,450,tbd,5.0,
vacuumexcavationservices.com,spaceship,consumer-products,appliances,com,24,2027-04-23,atom,,,,,,,,,,,,,,1348,subcategory-median,medium,0.80,very long -20%,1079,D,500,tbd,,
valentineschocolates.co.uk,nominet,consumer-products,gifts,co.uk,20,2027-01,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,4.4
value-trade.com,spaceship,business-services,general,com,11,2026-12-13,atom,,,,,,,,,,,,,,1135,subcategory-median,medium,0.75,hyphen -25%,851,D,400,tbd,,
valuechainoptimization.com,porkbun,business-services,general,com,22,2027-08-26,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,1135,subcategory-median,medium,0.80,very long -20%,908,D,425,tbd,5.5,
valueproposition.uk,nominet,business-services,general,uk,16,2027-06,,,,,,,,,,,,,,,1135,subcategory-median,medium,0.21,uk x0.21,238,E,200,tbd,,
van-leasing.com,porkbun,automotive,general,com,11,2028-02-13,afternic,,,,,,,,12000,min_offer,1737,,,,916,subcategory-median,medium,0.75,hyphen -25%,687,D,325,tbd,,36.9
vancampers.co.uk,nominet,automotive,leisure-vehicles,co.uk,10,2028-04,,,,,,,,,,,,,,,2314,subcategory-median,medium,0.85,co.uk x0.85,1967,C,1000,tbd,,
vanconverter.com,dynadot,automotive,leisure-vehicles,com,12,2028-03-21,atom,3583,2026-09-03,direct,,,,,,,,,,,3583,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3583,B,2000,tbd,,
vancouriers.co.uk,nominet,transport-parking,logistics,co.uk,11,2027-02,,,,,,,,,10000,min_offer,,,,,1523,subcategory-median,medium,0.85,co.uk x0.85,1295,C,650,tbd,,15.4
vandealership.co.uk,nominet,automotive,commercial-vehicles,co.uk,13,2028-11,,,,,,,,,,,,,,,1608,category-median,low,0.85,co.uk x0.85,1367,C,700,tbd,,
vanitybag.co.uk,nominet,beauty-personal-care,cosmetics,co.uk,9,2028-11,,,,,,,,,,,,,,,2762,subcategory-median,medium,0.85,co.uk x0.85,2348,C,1200,tbd,,
vanitybag.uk,nominet,beauty-personal-care,cosmetics,uk,9,2028-11,,,,,,,,,,,,,,,2762,subcategory-median,medium,0.21,uk x0.21,580,D,275,tbd,,
vanitybags.co.uk,nominet,beauty-personal-care,cosmetics,co.uk,10,2028-11,,,,,,,,,,,,,,,2762,subcategory-median,medium,0.85,co.uk x0.85,2348,C,1200,tbd,,
vanitybags.uk,nominet,beauty-personal-care,cosmetics,uk,10,2028-11,,,,,,,,,,,,,,,2762,subcategory-median,medium,0.21,uk x0.21,580,D,275,tbd,,
vanleasehire.com,spaceship,automotive,leasing,com,12,2027-04-07,atom,,,,,,,,,,2500,,,,1608,category-median,low,1.00,,1608,C,850,tbd,,
vantaxis.com,porkbun,transport-parking,taxi,com,8,2027-06-18,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,1544,category-median,low,1.00,,1544,C,800,tbd,16.2,
vantradecenter.com,porkbun,automotive,commercial-vehicles,com,14,2027-06-15,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,1608,category-median,low,1.00,,1608,C,850,tbd,15.5,
vantradecentre.com,porkbun,automotive,commercial-vehicles,com,14,2027-06-23,afternic,,,,,,,,10000,min_offer,,,,,1608,category-median,low,1.00,,1608,C,850,tbd,,11.8
vantyres.com,porkbun,automotive,parts-accessories,com,8,2028-04-17,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,1608,category-median,low,1.00,,1608,C,850,tbd,15.5,
vectordb.uk,nominet,ai-tech,ai,uk,8,2027-05,,,,,,,,,,,,,live-site,,1808,subcategory-median,medium,0.21,uk x0.21,380,E,,KEEP:live-site,,
vectorstorage.co.uk,nominet,ai-tech,ai,co.uk,13,2027-05,,,,,,,,,,,,,,,1808,subcategory-median,medium,0.85,co.uk x0.85,1537,C,800,tbd,,
vectorstorage.com,porkbun,ai-tech,ai,com,13,2027-05-19,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,1808,subcategory-median,medium,1.00,,1808,C,950,tbd,13.8,
vectorstorage.uk,nominet,ai-tech,ai,uk,13,2027-05,,,,,,,,,,,,,,,1808,subcategory-median,medium,0.21,uk x0.21,380,E,200,tbd,,
vegan-skincare.com,porkbun,beauty-personal-care,skincare,com,14,2026-11-25,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,2907,category-median,low,0.75,hyphen -25%,2180,C,1100,tbd,2.3,
vehicle-hire.com,porkbun,business-services,jobs-hire,com,12,2028-03-10,afternic,,,,,afternic,25000,2026-09-03,,buy_now,2000,,,,3028,subcategory-median,medium,0.75,hyphen -25%,2271,C,1150,tbd,11.0,
vehiclefleetinsurance.com,dynadot,financial,insurance,com,21,2027-08-14,afternic,791,2026-09-03,direct,,,,,10000,min_offer,2800,,,,791,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),791,D,,KEEP:network-financial,,
vehiclefunding.co.uk,nominet,automotive,general,co.uk,14,2028-12,,,,,,,,,,,,,,,916,subcategory-median,medium,0.85,co.uk x0.85,779,D,375,tbd,,
vehiclerepaircentre.com,porkbun,automotive,general,com,19,2027-04-15,afternic,,,,,,,,12000,min_offer,,,,,916,subcategory-median,medium,1.00,,916,D,425,tbd,,28.2
vehiclerouting.co.uk,nominet,automotive,general,co.uk,14,2028-07,,,,,,,,,,,,,,,916,subcategory-median,medium,0.85,co.uk x0.85,779,D,375,tbd,,
vehiclesforhire.com,dynadot,automotive,general,com,15,2027-01-31,atom,874,2026-09-03,direct,,,,,,,2000,,,,874,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),874,D,400,tbd,,
vehicletohire.com,dynadot,automotive,general,com,13,2026-10-20,afternic,916,2026-09-03,direct,,,,,30000,min_offer,2000,,,,916,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),916,D,425,tbd,,70.6
vehicletoolkit.com,dynadot,automotive,general,com,14,2026-11-16,afternic,4254,2026-09-03,direct,,,,,,,,,,,4254,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),4254,B,2500,tbd,,
vehicleturntables.com,porkbun,automotive,general,com,17,2027-10-05,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,916,subcategory-median,medium,1.00,,916,D,425,tbd,27.3,
vehiclevirusscan.com,dynadot,automotive,general,com,16,2026-11-28,afternic,469,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,469,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),469,E,200,tbd,10.7,
veilig-beleggen.com,porkbun,financial,investing,com,15,2027-08-10,afternic,848,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,848,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),636,D,,KEEP:network-financial,7.9,
veiliggeldinvesteren.com,porkbun,financial,investing,com,20,2027-08-10,afternic,1022,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,3500,,,,1022,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1022,D,,KEEP:network-financial,4.9,
velcroseatcovers.com,porkbun,automotive,parts-accessories,com,16,2027-06-17,afternic,,,,,,,,,,,,,,1608,category-median,low,1.00,,1608,C,850,tbd,,
vending-machine.co.uk,nominet,industrial-equipment,machinery,co.uk,15,2026-11,,,,,,,,,,,,,,,1066,subcategory-median,medium,0.64,hyphen -25%; co.uk x0.85,680,D,325,tbd,,
venetianplasterers.co.uk,nominet,home-garden,building-trades,co.uk,18,2027-03,,,,,,,,,,,,,,,2223,subcategory-median,medium,0.85,co.uk x0.85,1890,C,950,tbd,,
venetianstucco.co.uk,nominet,home-garden,building-trades,co.uk,14,2027-05,,,,,,,,,,,,,,,2223,subcategory-median,medium,0.85,co.uk x0.85,1890,C,950,tbd,,
ventilatedfacades.co.uk,nominet,home-garden,building-trades,co.uk,17,2028-10,,,,,,,,,,,,,,,2223,subcategory-median,medium,0.85,co.uk x0.85,1890,C,950,tbd,,
ventilateurs.com,dynadot,consumer-products,appliances,com,12,2027-08-13,afternic,5072,2026-09-03,direct,,,,,10000,min_offer,,,,,5072,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),5072,B,3000,tbd,,3.3
verhuismanager.com,dynadot,home-garden,services,com,14,2026-11-15,afternic,997,2026-09-03,direct,,,,,10000,min_offer,,,,,997,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),997,D,450,tbd,,22.2
verschuldet.com,porkbun,financial,credit-debt,com,11,2027-06-28,afternic,87,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,87,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),87,E,,KEEP:network-financial,57.5,
vessellease.com,porkbun,marine,leasing,com,11,2027-09-21,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2613,,,,2526,portfolio-median,very-low,1.00,,2526,C,1300,tbd,2.0,
vet-prices.co.uk,porkbun,pets-vet,general,co.uk,10,2027-01-25,other,,,,,,,,,,,,,,825,subcategory-median,medium,0.64,hyphen -25%; co.uk x0.85,526,D,250,tbd,,
vet-prices.com,porkbun,pets-vet,general,com,10,2027-01-25,other,,,,,,,,,,,,,,825,subcategory-median,medium,0.75,hyphen -25%,619,D,300,tbd,,
vetapp.uk,nominet,pets-vet,general,uk,6,2027-10,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,50.0
vetassistant.co.uk,nominet,pets-vet,general,co.uk,12,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,30.8
vetassistant.uk,nominet,pets-vet,general,uk,12,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,50.0
vetclinics.uk,nominet,health-medical,general,uk,10,2028-09,,,,,,,,,10000,min_offer,,,,,598,subcategory-median,medium,0.21,uk x0.21,126,E,200,tbd,,50.0
vetcollege.org,porkbun,pets-vet,general,org,10,2026-11-02,afternic,,,,,,,,30000,min_offer,,,,,825,subcategory-median,medium,0.55,org x0.55,454,E,200,tbd,,150.0
vetcolleges.org,porkbun,pets-vet,general,org,11,2026-11-02,afternic,,,,,,,,30000,min_offer,,,,,825,subcategory-median,medium,0.55,org x0.55,454,E,200,tbd,,150.0
vetcomparison.uk,porkbun,tools-comparison,general,uk,13,2027-01-25,cloudflare,,,,,,,,,,,,live-site,,2480,subcategory-median,medium,0.21,uk x0.21,521,D,,KEEP:live-site,,
veterinary.co.uk,nominet,pets-vet,general,co.uk,10,2027-02,,48517,2026-09-04,proxy,veterinary.com,,,,,,,,,,48517,proxy-via-veterinary.com,not-estimable,0.85,co.uk x0.85,41239,A,,PREMIUM-REVIEW:single-word,,
veterinary.uk,nominet,pets-vet,general,uk,10,2028-06,,8001,2026-09-04,direct,,,,,,,,,,,8001,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),8001,B,,PREMIUM-REVIEW:single-word,,
veterinaryassistant.co.uk,nominet,pets-vet,general,co.uk,19,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,30.8
veterinaryassistant.uk,nominet,pets-vet,general,uk,19,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,50.0
veterinarycolleges.org,porkbun,pets-vet,general,org,18,2026-11-02,afternic,,,,,,,,30000,min_offer,,,,,825,subcategory-median,medium,0.55,org x0.55,454,E,200,tbd,,150.0
veterinaryequipment.co.uk,nominet,pets-vet,general,co.uk,19,2028-10,,,,,,,,,50000,min_offer,2995,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,153.8
veterinaryimagingcenter.com,dynadot,pets-vet,general,com,23,2026-10-04,other,825,2026-09-03,direct,,,,,10000,min_offer,,,,,825,own-appraisal,high,0.80,very long -20%; direct appraisal in own TLD (no TLD factor),660,D,300,tbd,,33.3
veterinaryjob.co.uk,nominet,pets-vet,general,co.uk,13,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,30.8
veterinaryjob.uk,nominet,pets-vet,general,uk,13,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,50.0
veterinaryjobs.uk,nominet,pets-vet,general,uk,14,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,50.0
veterinarypractice.uk,nominet,pets-vet,general,uk,18,2028-09,,,,,,,,,50000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,250.0
vetfoods.com,dynadot,food-drink,general,com,8,2027-08-23,afternic,7711,2026-09-03,direct,,,,,10000,min_offer,,,,,7711,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),7711,B,4250,tbd,,2.4
vetjob.uk,nominet,pets-vet,general,uk,6,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,50.0
vetmedicine.uk,porkbun,pets-vet,general,uk,11,2027-01-25,other,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
vetmedicines.co.uk,nominet,pets-vet,general,co.uk,12,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,
vetmedicines.uk,nominet,pets-vet,general,uk,12,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
vetnurse.uk,nominet,pets-vet,general,uk,8,2028-09,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,50.0
vetsait.com,dynadot,pets-vet,general,com,7,2027-08-18,afternic,136,2026-09-03,direct,,afternic,10000,2026-09-03,,buy_now,,,,,136,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),136,E,200,tbd,73.5,
vetscans.uk,nominet,pets-vet,general,uk,8,2028-11,,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
vetschools.org,porkbun,education,general,org,10,2026-11-02,afternic,,,,,,,,30000,min_offer,,,,,4023,subcategory-median,medium,0.55,org x0.55,2213,C,1150,tbd,,26.1
vetschools.uk,nominet,education,general,uk,10,2028-11,,,,,,,,,,,,,,,4023,subcategory-median,medium,0.21,uk x0.21,845,D,400,tbd,,
vetsdental.com,dynadot,health-medical,general,com,10,2027-07-07,afternic,7421,2026-09-03,direct,,,,,10000,min_offer,,,,,7421,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),7421,B,4250,tbd,,2.4
vetsy.co.uk,nominet,pets-vet,general,co.uk,5,2028-11,,,,,,,,,,,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,
vetsy.uk,nominet,pets-vet,general,uk,5,2028-11,,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
vetzy.co.uk,nominet,pets-vet,general,co.uk,5,2028-11,,,,,,,,,50000,min_offer,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,153.8
vetzy.uk,nominet,pets-vet,general,uk,5,2028-11,,,,,,,,,50000,min_offer,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,250.0
vibeengineer.uk,nominet,ai-tech,ai,uk,12,2027-09,,,,,,,,,,,,,,,1808,subcategory-median,medium,0.21,uk x0.21,380,E,200,tbd,,
vibeengineering.uk,nominet,ai-tech,ai,uk,15,2027-09,,,,,,,,,,,,,,,1808,subcategory-median,medium,0.21,uk x0.21,380,E,200,tbd,,
vibration-monitoring.co.uk,nominet,industrial-equipment,test-measurement,co.uk,20,2028-10,,,,,,,,,,,,,,,2066,category-median,low,0.64,hyphen -25%; co.uk x0.85,1317,C,700,tbd,,
vibration-plates.com,spaceship,sports-leisure,fitness,com,16,2027-08-04,afternic,,,,,,,,10000,min_offer,,,,,1980,category-median,low,0.75,hyphen -25%,1485,C,750,tbd,,13.3
vidaartificial.com,dynadot,ai-tech,ai,com,14,2027-08-11,afternic,1802,2026-09-03,direct,,,,,10000,min_offer,,,,,1802,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1802,C,950,tbd,,10.5
videoagency.uk,nominet,web-digital,video,uk,11,2028-10,,1062,2026-09-04,direct,,,,,,,,,,,1062,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1062,D,500,tbd,,
videobrochures.uk,nominet,web-digital,video,uk,14,2028-09,,707,2026-09-04,direct,,,,,10000,min_offer,,,,,707,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),707,D,325,tbd,,30.8
videocatalogue.co.uk,nominet,web-digital,video,co.uk,14,2028-09,,,,,,,,,10000,min_offer,,,,,3179,subcategory-median,medium,0.85,co.uk x0.85,2702,C,1400,tbd,,7.1
videocatalogue.uk,nominet,web-digital,video,uk,14,2028-09,,64,2026-09-04,direct,,,,,10000,min_offer,,,,,64,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),64,E,200,tbd,,50.0
videocatalogues.co.uk,nominet,web-digital,video,co.uk,15,2028-09,,,,,,,,,10000,min_offer,,,,,3179,subcategory-median,medium,0.85,co.uk x0.85,2702,C,1400,tbd,,7.1
videocatalogues.uk,nominet,web-digital,video,uk,15,2028-09,,127,2026-09-04,direct,,,,,10000,min_offer,,,,,127,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),127,E,200,tbd,,50.0
videocreations.uk,nominet,web-digital,video,uk,14,2028-09,,448,2026-09-04,direct,,,,,10000,min_offer,,,,,448,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),448,E,200,tbd,,50.0
videointerviews.uk,nominet,web-digital,video,uk,15,2028-09,,628,2026-09-04,direct,,,,,50000,min_offer,,,,,628,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),628,D,300,tbd,,166.7
videopr.co.uk,nominet,web-digital,video,co.uk,7,2028-11,,,,,,,,,10000,min_offer,,,,,3179,subcategory-median,medium,0.85,co.uk x0.85,2702,C,1400,tbd,,7.1
videopr.uk,nominet,web-digital,video,uk,7,2028-11,,1359,2026-09-04,direct,,,,,50000,min_offer,,,,,1359,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1359,C,700,tbd,,71.4
vidlets.co.uk,nominet,web-digital,video,co.uk,7,2028-03,,,,,,,,,10000,min_offer,,,,,3179,subcategory-median,medium,0.85,co.uk x0.85,2702,C,1400,tbd,,7.1
villaitalie.com,porkbun,travel,general,com,11,2027-07-02,afternic,,,,,afternic,4999,2026-09-03,,buy_now,5000,,,,995,subcategory-median,medium,1.00,,995,D,450,tbd,5.0,
vinrose.com,porkbun,food-drink,wine,com,7,2027-06-18,other,,,,,,,,20000,min_offer,,,,,3480,category-median,low,1.00,,3480,C,1750,tbd,,11.4
vinrose.uk,nominet,food-drink,wine,uk,7,2028-07,,,,,,,,,,,,,,,3480,category-median,low,0.21,uk x0.21,731,D,350,tbd,,
vinyl-floors.com,porkbun,home-garden,building-trades,com,12,2027-06-30,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,2223,subcategory-median,medium,0.75,hyphen -25%,1667,C,850,tbd,15.0,
vinylstrips.com,dynadot,industrial-equipment,materials,com,11,2027-01-04,afternic,1568,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,1568,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1568,C,800,tbd,3.2,
