domain,registrar,category,subcategory,tld,sld_length,expiry,ns_class,dynappraisal,dynappraisal_date,appraisal_kind,appraisal_proxy_domain,live_ask_marketplace,live_ask_price,live_ask_date,afternic_min_offer,afternic_price_source,category_comps_median,keep_override,trademark_flag
soundcamera.uk,nominet,industrial-equipment,test-measurement,uk,11,2028-08,,,,,,,,,10000,min_offer,,,
soundcameras.co.uk,nominet,industrial-equipment,test-measurement,co.uk,12,2028-08,,,,,,,,,10000,min_offer,,,
soundcameras.com,porkbun,industrial-equipment,test-measurement,com,12,2027-08-09,other,,,,,,,,,,,,
soundcameras.uk,nominet,industrial-equipment,test-measurement,uk,12,2028-08,,,,,,,,,50000,min_offer,,,
southernprints.co.uk,dynadot,packaging-print,print-services,co.uk,14,2027-06-19,afternic,,,,,,,,10000,min_offer,,,
soyrocks.co.uk,nominet,food-drink,general,co.uk,8,2028-06,,,,,,,,,,,,,
soyrocks.uk,nominet,food-drink,general,uk,8,2028-06,,,,,,,,,,,,,
spectacular.uk,nominet,generic-word,general,uk,11,2028-09,,,,,,,,,10000,min_offer,,,
speelhuisjes.com,porkbun,consumer-products,kids-baby,com,12,2027-08-04,afternic,,,,,,,,12000,min_offer,,,
spermatozoa.com,dynadot,health-medical,general,com,11,2026-12-30,afternic,3840,2026-09-03,direct,,,,,12000,min_offer,,,
splendent.co.uk,nominet,generic-word,general,co.uk,9,2028-04,,,,,,,,,50000,min_offer,,,
splendent.uk,nominet,generic-word,general,uk,9,2028-10,,,,,,,,,,,,,
sportsreviewinsurance.co.uk,nominet,financial,insurance,co.uk,21,2028-11,,,,,,,,,50000,min_offer,2800,,
sportsreviewinsurance.uk,nominet,financial,insurance,uk,21,2028-11,,,,,,,,,50000,min_offer,2800,,
sportsreviewsinsurance.co.uk,nominet,financial,insurance,co.uk,22,2028-11,,,,,,,,,50000,min_offer,2800,,
sportsreviewsinsurance.uk,nominet,financial,insurance,uk,22,2028-11,,,,,,,,,50000,min_offer,2800,,
sportswearinc.com,dynadot,sports-leisure,general,com,13,2026-10-12,afternic,4494,2026-09-03,direct,,afternic,22000,2026-09-03,,buy_now,,,
spotprices.co.uk,nominet,financial,investing,co.uk,10,2028-04,,,,,,,,,10000,min_offer,,,
spreadsheet.uk,nominet,ai-tech,software,uk,11,2029-10,,,,,,,,,,,,,
spyingequipment.co.uk,nominet,consumer-products,electronics,co.uk,15,2028-11,,,,,,,,,,,2995,,
spyingequipment.uk,nominet,consumer-products,electronics,uk,15,2028-05,,,,,,,,,,,2995,,
squeezepages.co.uk,nominet,web-digital,marketing,co.uk,12,2028-11,,,,,,,,,,,,,
squeezepages.uk,nominet,web-digital,marketing,uk,12,2028-11,,,,,,,,,,,,,
srcs.co.uk,nominet,brandable-short,4-char,co.uk,4,2028-05,,,,,,,,,50000,min_offer,,,
stable-doors.com,porkbun,home-garden,windows-doors,com,12,2028-03-13,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
stablecoin.biz,porkbun,financial,investing,biz,10,2027-01-01,afternic,2175,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
staff-audit.com,spaceship,business-services,audits,com,11,2027-06-10,afternic,,,,,,,,10000,min_offer,2495,,
staff-audits.com,spaceship,business-services,audits,com,12,2027-06-10,afternic,,,,,,,,10000,min_offer,2495,,
staffaudit.uk,nominet,business-services,audits,uk,10,2028-06,,,,,,,,,,,2495,,
staffauditing.com,porkbun,business-services,audits,com,13,2028-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2495,,
staffauditing.uk,nominet,business-services,audits,uk,13,2028-06,,,,,,,,,,,2495,,
staffaudits.co.uk,nominet,business-services,audits,co.uk,11,2028-06,,,,,,,,,,,2495,,
staffaudits.uk,nominet,business-services,audits,uk,11,2028-06,,,,,,,,,,,2495,,
staffhealthinsurance.co.uk,nominet,financial,insurance,co.uk,20,2028-11,,,,,,,,,50000,min_offer,2499,,
staffhealthinsurance.uk,nominet,financial,insurance,uk,20,2028-11,,,,,,,,,,,2499,,
stampcollection.co.uk,nominet,consumer-products,art-craft,co.uk,15,2028-02,,,,,,,,,,,,,
standing-desks.com,spaceship,home-garden,furnishings,com,14,2027-08-04,afternic,,,,,,,,10000,min_offer,,,
starterbattery.com,dynadot,automotive,parts-accessories,com,14,2027-08-19,afternic,4693,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,
starty.uk,nominet,brandable-short,pronounceable,uk,6,2028-11,,,,,,,,,,,,,
staticcaravantransport.co.uk,nominet,sports-leisure,general,co.uk,22,2027-03,,,,,,,,,,,,,
statichome.com,dynadot,property,park-homes,com,10,2026-11-26,atom,3066,2026-09-03,direct,,,,,,,,,
staticsitebuilder.co.uk,nominet,home-garden,building-trades,co.uk,17,2028-11,,,,,,,,,,,,,
staticsitebuilder.uk,nominet,home-garden,building-trades,uk,17,2028-11,,,,,,,,,,,,,
staycationretreats.com,porkbun,travel,accommodation,com,18,2027-06-21,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
steel-frames.com,dynadot,home-garden,building-trades,com,12,2027-05-06,atom,1525,2026-09-03,direct,,,,,,,,,
steellintel.com,spaceship,home-garden,building-trades,com,11,2026-10-16,atom,,,,,,,,,,,,
stekkerblok.com,porkbun,consumer-products,electronics,com,11,2027-08-12,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
steplifts.co.uk,nominet,health-medical,mobility-aids,co.uk,9,2028-09,,,,,,,,,,,,,
stocks-analyst.com,porkbun,financial,investing,com,14,2027-09-17,afternic,1480,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
stocktokens.co.uk,nominet,financial,investing,co.uk,11,2028-06,,,,,,,,,,,,,
stoptheglare.com,dynadot,home-garden,windows-doors,com,12,2026-11-15,afternic,4146,2026-09-03,direct,,,,,,,,,
storagecentral.co.uk,nominet,business-services,general,co.uk,14,2028-11,,,,,,,,,,,,,
storageunithire.co.uk,nominet,business-services,general,co.uk,15,2028-02,,,,,,,,,,,2000,,
strategiccommunications.uk,nominet,web-digital,marketing,uk,23,2028-10,,,,,,,,,50000,min_offer,,,
stretch-ceilings.com,spaceship,home-garden,building-trades,com,16,2027-01-14,atom,,,,,,,,,,,,
stretched-ceilings.com,spaceship,home-garden,building-trades,com,18,2027-02-01,atom,,,,,,,,,,,,
stretchedlimos.co.uk,nominet,travel,car-hire,co.uk,14,2028-05,,,,,,,,,,,,,
structuralinsulatedpanels.co.uk,nominet,industrial-equipment,materials,co.uk,25,2028-11,,,,,,,,,,,,,
strukturiert.com,porkbun,foreign-language,german,com,12,2027-07-05,afternic,,,,,,,,12000,min_offer,,,
studentloanadviser.com,dynadot,financial,loans,com,18,2026-12-08,afternic,325,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,1805,,
studentloandebtsettlement.com,dynadot,financial,credit-debt,com,25,2026-11-03,afternic,946,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,1805,,
studentstravel.co.uk,nominet,travel,general,co.uk,14,2028-04,,,,,,,,,10000,min_offer,1000,,
studentvacancies.com,dynadot,business-services,jobs-hire,com,16,2027-01-18,afternic,3173,2026-09-03,direct,,,,,,,,,
studioflat.uk,nominet,property,rentals,uk,10,2028-12,,,,,,,,,,,,,
studioflats.uk,nominet,property,rentals,uk,11,2028-12,,,,,,,,,,,,,
sublimationprinting.co.uk,nominet,packaging-print,print-services,co.uk,19,2028-11,,,,,,,,,,,,,
sultry.uk,nominet,generic-word,general,uk,6,2028-08,,,,,,,,,10000,min_offer,,,
summarisation.com,porkbun,ai-tech,ai,com,13,2028-03-06,none,,,,,,,,,,,,
summarising.co.uk,nominet,web-digital,content,co.uk,11,2028-03,,,,,,,,,50000,min_offer,,,
summerhousesforsale.co.uk,nominet,property,general,co.uk,19,2028-11,,,,,,,,,,,,,
sunshine.org.uk,nominet,generic-word,general,org.uk,8,2028-03,,,,,,,,,50000,min_offer,,,
superbowlonline.com,dynadot,sports-leisure,general,com,15,2027-01-19,afternic,1934,2026-09-03,direct,,,,,,,,,
supercardealers.co.uk,nominet,automotive,general,co.uk,15,2028-01,,,,,,,,,,,,,
supercardealership.com,spaceship,automotive,general,com,18,2027-01-31,atom,,,,,,,,,,,,
supercarhireuk.com,spaceship,automotive,general,com,14,2027-04-25,atom,,,,,,,,,,2000,,
supercarlease.com,porkbun,automotive,leasing,com,13,2027-06-16,afternic,,,,,afternic,25000,2026-09-03,,buy_now,2613,,
superyachtinteriordesign.com,porkbun,web-digital,design,com,24,2027-06-24,afternic,,,,,,,,10000,min_offer,1500,,
surfcentre.co.uk,nominet,sports-leisure,watersports,co.uk,10,2028-08,,,,,,,,,,,,,
surgeryhealthcare.com,dynadot,health-medical,general,com,17,2027-01-05,afternic,507,2026-09-03,direct,,,,,12000,min_offer,2000,,
surgerylight.com,dynadot,health-medical,general,com,12,2027-07-20,afternic,6175,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,
suspenderbelt.co.uk,nominet,consumer-products,clothing-fashion,co.uk,13,2028-11,,,,,,,,,,,,,
sustainableagriculture.uk,nominet,agriculture-farming,farming,uk,22,2028-10,,,,,,,,,50000,min_offer,,,
suvinsurance.co.uk,nominet,financial,insurance,co.uk,12,2028-10,,,,,,,,,,,2800,,
suvinsurance.uk,nominet,financial,insurance,uk,12,2028-10,,,,,,,,,50000,min_offer,2800,,
sweeper-hire.co.uk,nominet,business-services,jobs-hire,co.uk,12,2027-01,,,,,,,,,,,2000,,
sweetshampers.co.uk,nominet,consumer-products,gifts,co.uk,13,2028-03,,,,,,,,,,,,,
swimmingpoolhire.com,spaceship,home-garden,pools-spas,com,16,2026-10-15,atom,,,,,,,,,,2000,,
swisswealthm.com,dynadot,financial,investing,com,12,2027-06-17,afternic,2529,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
switchlenders.co.uk,nominet,financial,loans,co.uk,13,2028-08,,,,,,,,,10000,min_offer,,,
sydneyautorentals.com,dynadot,travel,car-hire,com,17,2027-07-07,afternic,963,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
syndicatedloandirect.com,dynadot,financial,loans,com,20,2026-10-25,afternic,204,2026-09-03,direct,,,,,10000,min_offer,1805,,
syntheticfiberropes.com,porkbun,industrial-equipment,lifting,com,19,2027-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
syntheticteakdecking.co.uk,nominet,marine,equipment,co.uk,20,2028-04,,,,,,,,,,,,,
tabletcomputers.co.uk,nominet,consumer-products,electronics,co.uk,15,2027-06,,,,,,,,,10000,min_offer,,,
tail-lift.co.uk,nominet,automotive,commercial-vehicles,co.uk,9,2028-05,,,,,,,,,,,,,
tail-lift.com,porkbun,automotive,commercial-vehicles,com,9,2028-05-29,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
tailcoat.co.uk,nominet,consumer-products,clothing-fashion,co.uk,8,2028-11,,,,,,,,,,,,,
tailoreddoors.com,spaceship,home-garden,windows-doors,com,13,2027-04-16,atom,,,,,,,,,,,,
taiwanmortgage.com,dynadot,financial,mortgages,com,14,2027-01-13,afternic,2661,2026-09-03,direct,,,,,10000,min_offer,2000,,
takeoutloan.com,dynadot,financial,loans,com,11,2027-01-14,afternic,3286,2026-09-03,direct,,,,,,,1805,,
tankerloading.com,porkbun,industrial-equipment,storage-tanks,com,13,2027-06-18,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
tanzaniasafari.uk,nominet,travel,general,uk,14,2028-10,,,,,,,,,10000,min_offer,,,
tarmacadam.uk,nominet,home-garden,driveways-ground,uk,10,2028-01,,,,,,,,,,,,,
task-audits.com,spaceship,business-services,audits,com,11,2027-06-10,afternic,,,,,,,,10000,min_offer,2495,,
taskaudit.uk,nominet,business-services,audits,uk,9,2028-06,,,,,,,,,,,2495,,
taskaudits.com,porkbun,business-services,audits,com,10,2027-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2495,,
taskaudits.uk,nominet,business-services,audits,uk,10,2028-06,,,,,,,,,,,2495,,
taxistuttgart.org,dynadot,transport-parking,taxi,org,13,2027-07-19,afternic,550,2026-09-03,direct,,,,,20000,min_offer,,,
tborg.uk,nominet,brandable-short,pronounceable,uk,5,2028-05,,,,,,,,,,,,,
teahampers.com,porkbun,consumer-products,gifts,com,10,2027-06-13,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
teakdresser.com,dynadot,home-garden,furnishings,com,11,2027-01-24,afternic,1446,2026-09-03,direct,,,,,10000,min_offer,,,
team-audits.com,spaceship,business-services,audits,com,11,2027-06-10,afternic,,,,,,,,10000,min_offer,2495,,
teamaudit.uk,nominet,business-services,audits,uk,9,2028-06,,,,,,,,,,,2495,,
teamauditing.com,porkbun,business-services,audits,com,12,2028-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2495,,
teamaudits.co.uk,nominet,business-services,audits,co.uk,10,2028-06,,,,,,,,,,,2495,,
teamaudits.com,porkbun,business-services,audits,com,10,2028-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2495,,
teamhelp.uk,nominet,ai-tech,software,uk,8,2028-10,,,,,,,,,,,,,
tech-jobs.co.uk,nominet,business-services,jobs-hire,co.uk,9,2028-02,,,,,,,,,10000,min_offer,,,
techentrepreneur.uk,nominet,business-services,general,uk,16,2027-01,,,,,,,,,10000,min_offer,,,
teethwhitener.uk,nominet,beauty-personal-care,general,uk,13,2028-06,,,,,,,,,,,,,
tegelwerk.com,porkbun,home-garden,building-trades,com,9,2027-07-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
teknolojisa.com,dynadot,foreign-language,turkish,com,11,2026-09-19,afternic,5995,2026-09-03,direct,,,,,10000,min_offer,,,
teleprojector.com,dynadot,consumer-products,electronics,com,13,2026-10-31,afternic,3783,2026-09-03,direct,,,,,10000,min_offer,,,
telescopen.com,porkbun,consumer-products,electronics,com,10,2027-11-24,other,,,,,,,,,,,,
telomerase.co.uk,nominet,health-medical,general,co.uk,10,2028-12,,,,,,,,,,,,,
telomerase.uk,nominet,health-medical,general,uk,10,2028-12,,,,,,,,,,,,,
tempemployment.co.uk,nominet,business-services,jobs-hire,co.uk,14,2028-04,,,,,,,,,10000,min_offer,,,
temporaryhelp.co.uk,nominet,business-services,jobs-hire,co.uk,13,2028-12,,,,,,,,,10000,min_offer,,,
tenant-insurance.com,porkbun,financial,insurance,com,16,2027-06-09,afternic,3444,2026-09-03,direct,,,,,10000,min_offer,2800,,
tenantscontentsinsurance.uk,nominet,financial,insurance,uk,24,2028-10,,,,,,,,,30000,min_offer,2800,,
tennisbetting.co.uk,nominet,sports-leisure,betting,co.uk,13,2027-02,,,,,,,,,50000,min_offer,,,
tennisequipment.co.uk,nominet,sports-leisure,general,co.uk,15,2027-02,,,,,,,,,10000,min_offer,2995,,
tensile-testing.com,porkbun,industrial-equipment,test-measurement,com,15,2027-06-06,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
terj.com,porkbun,brandable-short,4-char,com,4,2028-08-09,afternic,,,,,,,,50000,min_offer,,,
terracepaint.com,dynadot,home-garden,building-trades,com,12,2027-06-25,afternic,3947,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,
terrazzo-flooring.com,dynadot,home-garden,building-trades,com,17,2027-11-14,atom,2223,2026-09-03,direct,,,,,,,,,
tethered.uk,nominet,generic-word,general,uk,8,2028-08,,,,,,,,,10000,min_offer,,,
textile-testing.co.uk,nominet,industrial-equipment,test-measurement,co.uk,15,2028-06,,,,,,,,,,,,,
textiletesting.co.uk,nominet,industrial-equipment,test-measurement,co.uk,14,2028-06,,,,,,,,,,,,,
thailandstocks.com,dynadot,financial,investing,com,14,2026-12-03,afternic,3063,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
thankless.co.uk,nominet,generic-word,general,co.uk,9,2027-01,,,,,,,,,50000,min_offer,,,
the-modern-developer.com,porkbun,ai-tech,software,com,20,2027-08-08,other,,,,,,,,,,,,
thecentralbanker.com,dynadot,financial,banking-savings,com,16,2026-10-12,afternic,1963,2026-09-03,direct,,,,,10000,min_offer,,,
thecurrencyrate.com,dynadot,financial,foreign-exchange,com,15,2027-01-14,afternic,2582,2026-09-03,direct,,,,,,,,,
thedales.uk,nominet,names-places,geographic,uk,8,2028-09,,,,,,,,,10000,min_offer,,,
themarketingmix.uk,nominet,web-digital,marketing,uk,15,2028-10,,,,,,,,,,,,,
thepasturedegg.com,porkbun,food-drink,general,com,14,2027-04-06,other,,,,,,,,,,,,
thepasturedeggcompany.co.uk,porkbun,business-services,general,co.uk,21,2027-04-06,other,,,,,,,,,,,,
thepasturedeggcompany.com,porkbun,business-services,general,com,21,2027-04-06,other,,,,,,,,,,,,
thepasturedeggcompany.uk,porkbun,business-services,general,uk,21,2027-04-06,other,,,,,,,,,,,,
thermalcameras.uk,nominet,industrial-equipment,test-measurement,uk,14,2028-11,,,,,,,,,,,,,
thingsinsurance.com,dynadot,financial,insurance,com,15,2026-12-14,afternic,1530,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,2800,,
thoroughcleaners.com,dynadot,home-garden,services,com,16,2027-09-07,afternic,3218,2026-09-03,direct,,,,,12000,min_offer,,,
thrive-creative.com,porkbun,web-digital,design,com,15,2027-06-15,afternic,,,,,,,,10000,min_offer,,,
ticketsconcertssports.com,dynadot,sports-leisure,general,com,21,2026-10-20,afternic,1373,2026-09-03,direct,,,,,10000,min_offer,,,
tile-cutter.com,spaceship,home-garden,building-trades,com,11,2027-08-04,afternic,,,,,,,,10000,min_offer,,,
tile-cutters.com,spaceship,home-garden,building-trades,com,12,2027-08-04,afternic,,,,,,,,10000,min_offer,,,
tile-trims.com,porkbun,home-garden,building-trades,com,10,2027-06-15,afternic,,,,,,,,10000,min_offer,,,
tiletrimmer.com,spaceship,home-garden,tools-diy,com,11,2027-06-18,afternic,,,,,,,,10000,min_offer,,,
tiletrimmers.com,spaceship,home-garden,tools-diy,com,12,2027-06-18,afternic,,,,,,,,10000,min_offer,,,
tiling-calculator.com,spaceship,home-garden,building-trades,com,17,2027-07-21,afternic,,,,,,,,10000,min_offer,1649,,
tiling-calculators.com,spaceship,home-garden,building-trades,com,18,2027-07-21,afternic,,,,,,,,10000,min_offer,1649,,
tilingcalculators.com,porkbun,tools-comparison,general,com,17,2027-06-20,cloudflare,,,,,,,,25000,min_offer,1649,live-site,
tilingtrimmer.com,spaceship,home-garden,building-trades,com,13,2027-06-18,afternic,,,,,,,,10000,min_offer,,,
tilingtrimmers.com,spaceship,home-garden,building-trades,com,14,2027-06-18,afternic,,,,,,,,10000,min_offer,,,
timberjoists.co.uk,nominet,industrial-equipment,materials,co.uk,12,2028-03,,,,,,,,,,,,,
timeinvested.com,porkbun,financial,investing,com,12,2027-06-27,afternic,4833,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,3500,,
tischrechner.com,porkbun,consumer-products,office-stationery,com,12,2027-08-14,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
toadstool.uk,nominet,generic-word,general,uk,9,2027-10,,,,,,,,,,,,,
todo-agent.com,porkbun,ai-tech,ai,com,10,2027-05-26,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2699,,
todolists.uk,nominet,ai-tech,software,uk,9,2028-11,,,,,,,,,,,,,
tokenisedgold.co.uk,nominet,financial,investing,co.uk,13,2028-07,,,,,,,,,,,,,
tolet.biz,porkbun,property,rentals,biz,5,2028-08-27,afternic,,,,,,,,30000,min_offer,,,
toletonline.com,dynadot,property,rentals,com,11,2026-12-02,afternic,4178,2026-09-03,direct,,,,,12000,min_offer,,,
toolbelts.co.uk,nominet,home-garden,tools-diy,co.uk,9,2028-02,,,,,,afternic,28000,2026-09-03,,buy_now,,,
topicalauthority.co.uk,nominet,web-digital,marketing,co.uk,16,2028-06,,,,,,,,,,,,,
topquality.uk,nominet,generic-word,phrase,uk,10,2028-10,,,,,,,,,,,,,
toprackets.com,dynadot,sports-leisure,general,com,10,2026-12-02,afternic,3853,2026-09-03,direct,,,,,12000,min_offer,,,
toptengadgets.co.uk,nominet,consumer-products,appliances,co.uk,13,2028-04,,,,,,,,,10000,min_offer,,,
totebag.uk,nominet,consumer-products,clothing-fashion,uk,7,2028-11,,,,,,,,,,,,,
touchscreens.uk,nominet,consumer-products,electronics,uk,12,2028-02,,,,,,,,,,,,,
toughened-glass.com,porkbun,home-garden,windows-doors,com,15,2028-01-11,other,,,,,,,,,,,,
tourercaravans.co.uk,nominet,automotive,leisure-vehicles,co.uk,14,2028-06,,,,,,,,,,,,,
tourercaravans.com,porkbun,automotive,leisure-vehicles,com,14,2027-06-17,afternic,,,,,,,,12000,min_offer,,,
traction-boards.com,porkbun,automotive,parts-accessories,com,15,2026-12-05,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
tradecalculators.com,porkbun,tools-comparison,general,com,16,2027-06-06,afternic,,,,,afternic,25000,2026-09-03,,buy_now,1649,,
tradefuturesonline.com,dynadot,financial,investing,com,18,2027-06-29,afternic,1330,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,
tradenonline.com,porkbun,financial,investing,com,12,2027-08-10,afternic,4159,2026-09-03,direct,,,,,20000,min_offer,,,
traderboltai.com,dynadot,financial,investing,com,12,2026-09-29,afternic,3122,2026-09-03,direct,,afternic,7999,2026-09-03,,buy_now,,,
traditionalcarpentry.co.uk,nominet,home-garden,building-trades,co.uk,20,2028-11,,,,,,,,,,,,,
trafficmodelling.com,porkbun,business-services,engineering,com,16,2027-10-18,other,,,,,,,,,,,,
trainingvideo.uk,nominet,education,general,uk,13,2028-09,,,,,,,,,10000,min_offer,,,
transitioning.uk,nominet,generic-word,general,uk,13,2028-05,,,,,,,,,,,,,
travel-backpacks.com,spaceship,travel,general,com,16,2027-08-04,afternic,,,,,,,,10000,min_offer,1000,,
travel-packs.com,spaceship,travel,general,com,12,2027-08-04,afternic,,,,,,,,10000,min_offer,1000,,
treadmill-sale.com,spaceship,sports-leisure,fitness,com,14,2027-07-16,afternic,,,,,,,,10000,min_offer,,,
treadmill-sales.com,spaceship,sports-leisure,fitness,com,15,2027-07-16,afternic,,,,,,,,10000,min_offer,,,
trekkingsaddles.com,dynadot,sports-leisure,cycling,com,15,2026-11-30,afternic,3023,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,
turbine-maintenance.com,porkbun,home-garden,services,com,19,2026-11-19,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
turbinelease.com,porkbun,energy-utilities,power,com,12,2027-09-21,afternic,,,,,afternic,25000,2026-09-03,,buy_now,2613,,
turboreconditioning.com,porkbun,automotive,services,com,19,2027-11-04,afternic,,,,,,,,,,,,
turf-mesh.com,porkbun,home-garden,driveways-ground,com,9,2026-12-09,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
turrettrucks.com,porkbun,industrial-equipment,storage-handling,com,12,2027-06-12,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
twinning.uk,nominet,generic-word,general,uk,8,2027-01,,,,,,,,,,,,,
ucit.uk,nominet,brandable-short,4-char,uk,4,2027-06,,,,,,,,,,,,,
ucits.co.uk,nominet,financial,investing,co.uk,5,2027-06,,,,,,,,,,,,,
ucits.uk,nominet,financial,investing,uk,5,2027-06,,,,,,,,,,,,,
ugg2.com,porkbun,brandable-short,4-char,com,4,2027-01-09,cloudflare,,,,,,,,30000,min_offer,,live-site,
ujei.com,dynadot,brandable-short,4-char,com,4,2026-11-12,afternic,378,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,
ujoi.com,dynadot,brandable-short,4-char,com,4,2026-11-11,afternic,1026,2026-09-03,direct,,,,,10000,min_offer,,,
ukairtaxis.com,porkbun,aviation,charter,com,10,2026-11-05,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
ukbiota.com,porkbun,education,nature,com,7,2027-09-02,other,,,,,,,,,,,,
ukcommercialmortgage.com,dynadot,financial,mortgages,com,20,2026-11-26,afternic,415,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,2000,,
ukdigitalmarketingagency.com,dynadot,web-digital,marketing,com,24,2026-10-29,afternic,1672,2026-09-03,direct,,,,,10000,min_offer,,,
ukvouchercode.com,dynadot,consumer-products,retail,com,13,2027-02-07,afternic,1597,2026-09-03,direct,,,,,,,,,
ultrasonics.uk,nominet,industrial-equipment,test-measurement,uk,11,2028-04,,,,,,,,,,,,,
umeg.com,porkbun,brandable-short,4-char,com,4,2027-05-02,afternic,,,,,,,,50000,min_offer,,,
umstrukturierung.com,porkbun,business-services,general,com,16,2027-07-05,afternic,,,,,,,,12000,min_offer,,,
underfloorheatingkits.com,porkbun,home-garden,heating-plumbing,com,21,2028-04-06,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
underwaternavigation.com,dynadot,marine,equipment,com,20,2026-11-04,afternic,433,2026-09-03,direct,,afternic,17000,2026-09-03,,buy_now,,,
uniquedirectory.co.uk,nominet,web-digital,web,co.uk,15,2028-11,,,,,,,,,,,,,
units.uk,nominet,generic-word,general,uk,5,2028-09,,,,,,,,,50000,min_offer,,,
universityleeds.com,dynadot,education,general,com,15,2026-11-01,afternic,3809,2026-09-03,direct,,,,,10000,min_offer,,,
unroasted-coffee-beans.com,porkbun,food-drink,general,com,22,2027-09-11,afternic,,,,,afternic,4999,2026-09-03,,buy_now,1288,,
unroasted-coffee.com,porkbun,food-drink,general,com,16,2027-09-11,afternic,,,,,afternic,4999,2026-09-03,,buy_now,1288,,
unsecuredlender.com,dynadot,financial,loans,com,15,2027-01-06,afternic,2898,2026-09-03,direct,,,,,10000,min_offer,,,
unsecuredpersonalloans.co.uk,nominet,financial,loans,co.uk,22,2028-05,,,,,,,,,,,1805,,
uprights.co.uk,nominet,generic-word,general,co.uk,8,2027-10,,,,,,,,,,,,,
uprights.uk,nominet,generic-word,general,uk,8,2027-10,,,,,,,,,,,,,
uqia.com,dynadot,brandable-short,4-char,com,4,2026-11-12,afternic,7856,2026-09-03,direct,,,,,10000,min_offer,,,
urgestalt.com,porkbun,foreign-language,german,com,9,2027-08-13,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
urlaubhaus.com,porkbun,travel,accommodation,com,10,2027-07-23,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
usb-microphones.com,porkbun,consumer-products,electronics,com,15,2027-08-06,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
used-van.com,spaceship,automotive,general,com,8,2026-09-19,atom,,,,,,,,,,,,
usedaeroplanes.com,spaceship,aviation,sales,com,14,2027-07-28,atom,,,,,,,,,,,,
usedcamper.co.uk,nominet,automotive,leisure-vehicles,co.uk,10,2027-01,,,,,,,,,,,,,
usedcommercialsforsale.com,porkbun,automotive,commercial-vehicles,com,22,2027-08-16,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
usedcommercialvehiclecentre.com,porkbun,automotive,general,com,27,2027-06-15,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
usedrefrigeratedvans.com,porkbun,automotive,commercial-vehicles,com,20,2027-11-26,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
usedvanfinance.com,porkbun,financial,general,com,14,2028-01-25,afternic,48,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,2297,,
userfeedback.uk,nominet,web-digital,web,uk,12,2028-10,,,,,,,,,10000,min_offer,,,
userretention.uk,nominet,web-digital,marketing,uk,13,2027-10,,,,,,,,,10000,min_offer,,,
uslongbond.com,dynadot,financial,investing,com,10,2027-08-03,afternic,3808,2026-09-03,direct,,,,,10000,min_offer,,,
usyq.com,dynadot,brandable-short,4-char,com,4,2027-01-25,afternic,958,2026-09-03,direct,,,,,10000,min_offer,,,
